id,Название обьекта,Адрес,Регион,Срок сдачи,Кол-во квартир,Максимум этажей,Минимум этажей,Отделка,Грузоподъемность лифтов,Наличие парковки,Наличие велодорожки,Наличие детской площадки,Наличие спортивной площадки,Застройщик,Email застройщика,Тел. застройщика
44545,,"с Каменка, микрорайон Гармония, д. 142, блок-секция 3",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43548,,"с Каменка, микрорайон Гармония, д. 89, блок-секция 4",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43546,,"с Каменка, микрорайон Гармония, д. 89, блок-секция 2",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43569,,"с Каменка, микрорайон Гармония, д. 93, блок-секция 1",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43567,,"с Каменка, микрорайон Гармония, д. 91, блок-секция 7",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43598,,"с Каменка, микрорайон Гармония, д. 79, блок-секция 8",54,2022-12-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43554,,"с Каменка, микрорайон Гармония, д. 87, блок-секция 2",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43573,,"с Каменка, микрорайон Гармония, д. 93, блок-секция 5",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43693,,"с Каменка, микрорайон Гармония, д. 83, блок-секция 8",54,2024-09-30,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44585,,"с Каменка, микрорайон Гармония, д. 140, блок-секция 2",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43595,,"с Каменка, микрорайон Гармония, д. 79, блок-секция 5",54,2022-12-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43560,,"с Каменка, микрорайон Гармония, д. 87, блок-секция 8",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43583,,"с Каменка, микрорайон Гармония, д. 85, блок-секция 1",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44589,,"с Каменка, микрорайон Гармония, д. 140, блок-секция 6",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44569,,"с Каменка, микрорайон Гармония, д. 134, блок-секция 4",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43563,,"с Каменка, микрорайон Гармония, д. 91, блок-секция 3",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43594,,"с Каменка, микрорайон Гармония, д. 79, блок-секция 4",54,2022-12-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44551,,"с Каменка, микрорайон Гармония, д. 142, блок-секция 6",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43599,,"с Каменка, микрорайон Гармония, д. 81, блок-секция 1",54,2022-12-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44550,,"с Каменка, микрорайон Гармония, д. 132, блок-секция 7",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43688,,"с Каменка, микрорайон Гармония, д. 83, блок-секция 3",54,2022-12-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43588,,"с Каменка, микрорайон Гармония, д. 85, блок-секция 6",54,2023-03-31,1,3,3,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44532,,"с Каменка, микрорайон Гармония, д. 138, блок-секция 3",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44548,,"с Каменка, микрорайон Гармония, д. 132, блок-секция 6",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44540,,"с Каменка, микрорайон Гармония, д. 132, блок-секция 2",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
43581,,"с Каменка, микрорайон Гармония, д. 95, блок-секция 5",54,2023-03-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
44538,,"с Каменка, микрорайон Гармония, д. 138, блок-секция 9",54,2023-12-31,1,2,2,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕЛЕОН СТРОЙ,znv@geleonstroy.ru,+7 (383) 383-83-45
46535,"ЖК ""Сказы""","г Сысерть, Микрорайон Новый",66,2023-03-31,103,6,6,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОИНВЕСТ,info@жк-сказы.рф,+7 (343) 747-11-11
46490,"Жилой комплекс ""ГОЛЛАНДИЯ Парковый квартал"" (3 очередь)","г Рязань, район Советский, ул Гражданская, блок-секция 3А, 3Б, 3В",62,2025-06-30,180,17,7,,5.0,23,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОМЕТРИЯ,info@marmax.ru,+7 (491) 250-00-05
47788,Движение.Говорово,"д Говорово, корпус 2",77,2025-06-30,0,16,15,,12.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОРЕСУРС,info@fsk.ru,+7 (495) 660-15-55
47787,Движение.Говорово,"д Говорово, корпус 1",77,2025-06-30,0,16,15,,12.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОРЕСУРС,info@fsk.ru,+7 (495) 660-15-55
32130,,"г Нефтекамск, Микрорайон №24, улица Карцева, д. 33В",2,2023-06-30,63,10,9,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОСТРОЙ,geostroi.dom@mail.ru,+7(347)837-02-70
46835,,г Учалы,2,2025-09-30,99,13,12,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОСТРОЙ-РЕГИОН,geostroi.torgi@yandex.ru,+7 (937) 333-88-08
41404,,"г Янаул, улица 52 квартал, д. 1",2,2023-06-30,31,4,4,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕОСТРОЙ-РЕГИОН,geostroi.torgi@yandex.ru,+7 (937) 333-88-08
45590,,"г Крымск, ул Свердлова, д. 125 А",23,2024-03-31,160,9,9,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕРАКСГРУПП,geraxgroup@mail.ru,+7(988)559-89-35
44743,,"г Кострома, улица Даремская, д. 18",44,2023-12-31,87,9,9,,3.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕРМЕС-ЭСТЕЙТ,germes-estate@mail.ru,+7 (930) 386-68-68
45026,,"г Калининград, улица Гагарина, д. 30",39,2025-06-30,387,19,11,,1.0,119,0,2.0,3.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕФЕСТ,granitooo@mail.ru,+7(963)738-44-11
42584,,"г Тула, проезд Пушкинский",71,2023-03-31,41,10,3,,2.0,46,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕФЕСТ-ГРУПП,pravo@avantage-arenda.ru,+7(484)256-33-17
48915,,"рп Некрасовский, ул Шоссейная, Некрасова, Заводская, д. 0",50,2024-06-30,364,12,2,,3.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЕФЕСТ-ИНВЕСТ,info@gefestholding.ru,+7 (499) 110-15-11
48008,,"г Ессентуки, В восточной части города Ессентуки, вдоль автомобильной дороги Ессентуки-Пятигорск, корпус 8, строение Б",26,2024-06-30,40,5,1,,0.0,0,0,2.0,4.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГИМ ГРУПП,gimgroup77@gmail.com,+7 (492) 277-95-54
48007,,"г Ессентуки, В восточной части города Ессентуки, вдоль автомобильной дороги Ессентуки-Пятигорск, корпус 8, строение А",26,2024-06-30,40,5,1,,0.0,0,0,2.0,4.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГИМ ГРУПП,gimgroup77@gmail.com,+7 (492) 277-95-54
48427,Центральный,"г Курган, ул Куйбышева, д. 141",45,2024-12-31,135,16,16,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК АТЛАНТ,info@atlant45.ru,+7(352)222-51-00
46894,"Жилой район ""Улитка"" поз.5","п Дубовое, район Мкр.Улитка, ул Чудесная, д. 5",31,2025-12-31,90,8,8,,0.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ БЕЛГОРОДСТРОЙМОНТАЖ,belsm@list.ru,+7(472)222-76-90
46895,"Жилой район ""Улитка"" поз.5","п Дубовое, район Мкр.Улитка, ул Чудесная, д. 5",31,2025-12-31,78,8,8,,0.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ БЕЛГОРОДСТРОЙМОНТАЖ,belsm@list.ru,+7(472)222-76-90
46893,"Жилой район ""Улитка"" поз.5","п Дубовое, район Мкр.Улитка, ул Чудесная, д. 5",31,2023-12-31,141,8,8,,0.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ БЕЛГОРОДСТРОЙМОНТАЖ,belsm@list.ru,+7(472)222-76-90
43851,Покровский парк,г Верхняя Пышма,66,2023-06-30,182,16,16,,2.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ВАВИЛОН,info@pokrovpark.ru,+7(343)364-12-50
31691,ЖК САМОЛЁТ,"г Краснодар, улица Западный Обход, д. 39/2, литера 9 (Объект № 16)",23,2023-12-31,0,9,9,,0.0,1980,0,4.0,6.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ДОГМА,samolet-krasnodar@yandex.ru,+7(800)222-22-68
44143,"ЖК ""Мята""","г Саратов, район Кировский, д. 11",64,2024-12-31,218,23,23,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
49207,,"г Балаково, ул Волжская, д. 13",64,2023-12-31,69,10,10,,0.0,0,0,1.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
49213,,"г Балаково, ул Волжская, д. 15",64,2023-12-31,198,10,10,,0.0,0,0,1.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
38845,ЖК Лето,"г Саратов, д. 12",64,2023-12-31,628,22,20,,6.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
47714,"ЖК ""Прогресс""",г Саратов,64,2023-09-30,49,11,11,,0.0,0,0,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
47706,"ЖК ""Прогресс""","г Саратов, пр-кт Строителей, д. 36А",64,2023-09-30,49,11,11,,0.0,0,0,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
38846,"Эко-квартал ""Булгаковский парк""","г Саратов, ул им Евгения Долгина, д. 4",64,2022-12-31,240,11,11,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
49112,ЖК Лето,"г Саратов, д. 11",64,2023-12-31,470,23,20,,4.0,0,0,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
47724,"ЖК ""Прогресс""","г Саратов, район Ленинский, Производственная",64,2023-09-30,36,11,11,,0.0,0,0,2.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
49208,,"г Балаково, ул Волжская, д. 14",64,2023-12-31,118,10,10,,0.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ КРОНВЕРК,sale@kronverksar.com,+7(845)222-70-70
48895,WYNDHAM Sochi Hotel,"г Сочи, ул Шоссейная, д. 2, корпус 1, блок-секция 1",23,2023-12-31,0,12,12,,3.0,82,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОСТИНИЧНЫЙ КОМПЛЕКС МОРСКОЙ СОЧИ,kavkaz.sochi@bk.ru,+7 (918) 007-17-71
48896,WYNDHAM Sochi Hotel,"г Сочи, ул Шоссейная, д. 2, корпус 1, блок-секция 2",23,2023-12-31,0,4,4,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОСТИНИЧНЫЙ КОМПЛЕКС МОРСКОЙ СОЧИ,kavkaz.sochi@bk.ru,+7 (918) 007-17-71
48894,WYNDHAM Sochi Hotel,"г Сочи, ул Шоссейная, д. 2, корпус 2",23,2024-12-31,0,12,12,,3.0,67,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОСТИНИЧНЫЙ КОМПЛЕКС МОРСКОЙ СОЧИ,kavkaz.sochi@bk.ru,+7 (918) 007-17-71
45389,,г Тула,71,2025-03-31,137,17,17,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ОБЪЕДИНЕНИЕ СТРОИТЕЛЕЙ ТУЛЫ-3,gkost-1@mail.ru,+7 (487) 254-40-66
46962,,г Тула,71,2027-12-31,137,17,17,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ОБЪЕДИНЕНИЕ СТРОИТЕЛЕЙ ТУЛЫ-4,gkost-1@mail.ru,+7 (487) 254-40-66
46961,,г Тула,71,2027-12-31,110,14,14,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ОБЪЕДИНЕНИЕ СТРОИТЕЛЕЙ ТУЛЫ-4,gkost-1@mail.ru,+7 (487) 254-40-66
47739,ЖК Emotion,"г Красноярск, улица Свердловская, блок-секция 1, 2, 3, 4, 5",24,2025-12-31,502,21,17,,5.0,93,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ РАЗВИТИЕ,gsk-razvitie@mail.ru,+7 (391) 291-38-88
42729,,"г Альметьевск, пр-кт Строителей",16,2024-03-31,160,9,1,,5.0,80,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК РЕНОВАЦИЯ,stroires79@mail.ru,+7 (962) 527-28-01
44121,,"г Альметьевск, ул Гафиатуллина, корпус 2",16,2024-12-31,120,16,16,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК РЕНОВАЦИЯ,stroires79@mail.ru,+7 (962) 527-28-01
44122,,"г Альметьевск, ул Гафиатуллина, корпус 3",16,2024-12-31,120,16,16,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК РЕНОВАЦИЯ,stroires79@mail.ru,+7 (962) 527-28-01
44124,,"г Альметьевск, ул Гафиатуллина",16,2024-12-31,0,0,0,,0.0,82,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК РЕНОВАЦИЯ,stroires79@mail.ru,+7 (962) 527-28-01
44123,,"г Альметьевск, ул Гафиатуллина",16,2024-12-31,0,0,0,,0.0,82,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК РЕНОВАЦИЯ,stroires79@mail.ru,+7 (962) 527-28-01
44120,,"г Альметьевск, ул Гафиатуллина, корпус 1",16,2024-12-31,90,16,16,,1.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК РЕНОВАЦИЯ,stroires79@mail.ru,+7 (962) 527-28-01
42325,,"г Октябрьский, улица Мебельная, д. 1",2,2022-12-31,65,5,3,,0.0,0,0,1.0,1.0,CПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГК СТРОЙ-ДЕВЕЛОПМЕНТ,sz.stroyd@mail.ru,+7(917)744-33-74
49309,,"г Екатеринбург, Фрезеровщиков-Шефская-Войкова-Старых Большевиков, литера 0",66,2024-12-31,320,13,13,,3.0,98,0,1.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ЭФЕС,efes@efes.su,+7(343)385-91-00
46276,ЖК Платон,"г Сыктывкар, ул Тентюковская",11,2023-12-31,180,12,12,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРКОМСТРОЙ,office@gks.company,+7(821)240-00-08
49130,ЖК Урман,"г Сыктывкар, ул Петрозаводская, д. 45",11,2024-12-31,382,14,14,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРКОМСТРОЙ,office@gks.company,+7(821)240-00-08
43952,ЖК Русская Роща,"г Сыктывкар, ул Морозова, д. 207",11,2023-12-31,301,10,10,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРКОМСТРОЙ,office@gks.company,+7(821)240-00-08
47247,ЖК Бьярма,"г Сыктывкар, ул Жакова, д. 15",11,2024-09-30,182,12,12,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРКОМСТРОЙ,office@gks.company,+7(821)240-00-08
48907,ЖК Урман,"г Сыктывкар, ул Петрозаводская, д. 43",11,2024-12-31,372,14,14,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГОРКОМСТРОЙ,office@gks.company,+7(821)240-00-08
36794,Жилой комплекс Бунин,"г Воронеж, Московский проспект, д. 142в",36,2023-06-30,254,21,9,,0.0,193,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ХАМИНА,kvartiry@vrndk.ru,+7 (473) 269-55-30
33309,Жилой комплекс Бунин,"г Воронеж, ул Шишкова, д. 140Б",36,2023-03-31,316,22,9,,0.0,219,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ХАМИНА,kvartiry@vrndk.ru,+7 (473) 269-55-30
43167,Жилой комплекс БУНИН,"г Воронеж, Московский проспект, д. 142в",36,2024-06-30,215,25,21,,0.0,295,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГРУППА КОМПАНИЙ ХАМИНА,kvartiry@vrndk.ru,+7 (473) 269-55-30
42493,"Жилой комплекс ""АртХаус""","г Барнаул, район Центральный, ул Партизанская, д. 175, блок-секция 1,2",22,2023-12-31,246,25,1,,2.0,182,1,2.0,2.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВАЛТАЙСТРОЙ,glavaltaystroy@mail.ru,+7(385)229-61-30
42667,"ЖК ""Резиденция""","г Волгоград, район Дзержинский, ул.покрышкина Покрышкина, д. 2",34,2023-09-30,72,8,7,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВЖИЛСТРОЙ,acc34@mail.ru,+7 (995) 406-75-75
42370,"ЖК ""Станция Спортивная""","г Невинномысск, Кочубея, д. 193, блок-секция 1,2,3,4",26,2023-06-30,120,6,5,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
42813,"ЖК ""Станция Спортивная""","г Невинномысск, Кочубея, д. 195, блок-секция 1,2,3",26,2023-09-30,85,5,5,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
44406,"ЖК ""Станция Спортивная""","г Невинномысск, улица Кочубея, д. 197, блок-секция 1,2",26,2024-06-30,50,5,5,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
45270,"ЖК ""Станция Спортивная""","г Невинномысск, Кочубея, д. 199, блок-секция 1",26,2024-12-31,30,5,5,,0.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
18509,Жилой комплекс «Статус»,"г Воронеж, район Коминтерновский, проспект Московский, д. 52",36,2022-09-30,97,20,20,,2.0,0,0,0.0,0.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy.vrn@mail.ru,+7(473)202-50-05
44740,"ЖК ""Европейский-4""","г Ставрополь, Рогожникова, д. 21/2, блок-секция 29,30",26,2023-12-31,150,16,15,,2.0,0,1,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
46242,"ЖК ""Европейский-4""","г Ставрополь, улица Рогожникова, д. 21/4",26,2024-12-31,120,14,13,,2.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
42673,"ЖК ""Европейский-4""","г Ставрополь, улица Рогожникова, д. 21, корпус 3, блок-секция 31,32,33",26,2023-03-31,315,16,16,,3.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
45326,"ЖК ""Европейский-4""","г Ставрополь, ул Рогожникова, д. 21/1, блок-секция 36,37,38",26,2024-06-30,294,16,15,,3.0,0,0,1.0,1.0,СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ГЛАВСТРОЙ,glavstroy26yur@yandex.ru,+7(865)258-87-83
